"I received my Kingston 256MB SD card just as advertised.
The unit came in the mail exactly 2 days after I
ordered. Worked perfectly and I'm very satisfied"	1
"Not as easy to use as a larger Panasonic I used to own but
otherwise fine. Good sound.  Using CD player and radio.
Buying via Amazon as usual is super"	1
This card is such a disappointment.  It is soooo sloooooow.  I use it for my digital camera, mp3 player, and ipaq.  It takes forever to copy anything to and from it	0
This is perfect for my iPod and keeps it totally secure while driving.  Great price and you get different sizes to match your car perfectly. 	1
As the other reviewer found out, these cards can't be formatted to work with SD Audio.  Total waste of money	0
Always something that might come in handy my last remote quit working after a year	1
You can get a 4 pack of Emerging Power 2100 mAH batteries for 9.95 on this very site.   I did.  They work great.  Why would anyone pay almost 30 bucks just for the batteries.  Ridiculous	0
I used it in Brasil and had it developed.  I was very happy with it.  It was the very first time I've used a digital camera	1
Bought new around $80.  CD player and LCD CLOCK stopped working within 6 months--now nap function and radio are all that works--if only I could find the damn receipt!!!	0
I like it very much, I use it in an outdoor trail camera for wild game and it hold several pictures and has been in the camera in all kinds of weather. I would buy Kingston again	1
got it at walmart can't even remove a scuff. i give it -100 good thing i could return it	0
This SD would not work in my  Nikon  Coolpix S6 camera (but the Fuji and Sandisk product did	0
If they weren't free, I'd give them 1 star.  Media code: MCC 01RG20.  2 of 10 were coasters at 4X with my DVDRW IDE1008	0
I bought the Sansa M240 two months ago and am quite happy with it. It's light-weight, holds plenty of media (I have yet to fill it up) and the sound is suprisingly good. No complaints	1
Very pleased w/item.  Compact.  Easy to move from place to place	1
This appears to be a good piece of equipment. I hav'nt had any major outages as of yet but a minor fluctuation was handled very well.	1
The silicone is great quality, fits the nano snugly, and the arm band is nice.  Wonderful product, does what it's supposed to do, for a fabulous price. Recommended	1
It does everything I expected to do. Easy manual and set up. Great sound. I am keeping it	1
I am very pleased with this item. It is fits comfortably, holds my CD player snugly and has room for my ID, keys, extra batteries & CD's	1
I am extrememly happy with this one.  For the price, it delivers well.  The voice recorder works well.  My key need was to record lectures and listening to them.  Worked out very well	1
IT's a USB hub. All I ask is that it works. It does.	1
Was a little hard putting it together.  You have to be very careful taking the cds out or it would fall apart.  I am not happy with this product	0
Great for if you are not near a computer and need to charge your Ipo	1
