GOOD LOOKING KICKS IF YOUR KICKIN IT OLD SCHOOL LIKE ME. AND COMFORTABLE. AND RELATIVELY CHEAP. I'LL ALWAYS KEEP A PAIR OF STAN SMITH'S AROUND FOR WEEKENDS	1
I want to start by saying Fred Flare- shipped this product very fast!! And the transaction itself was very smooth. I do however, have extreme problems with the product itself. The product is not leather, its nylon, and it sort of looks cheap? The inside material is sued, but that's only the lining for the base of the wallet. Also, The wallet part is very hard to use. You cant really put too much in the wallet- The credit card slots are a little too snug, and there is no place for my I.D. The wallet included a small "note book" but it also doesn't fit in the wallet? I was very excited about this product, but now I feel duped. The pictures made the wallet seem like it was of higher quality, and that it was user friendly, but it's not. I do not recommend this product	0
These sunglasses are all right. They were a little crooked, but still cool..	1
I have to say that I was disappointed when I opened up the package containing my iPod wallet. It's cute, but not $60ish cute. First of all, it's not leather, it's nylon. The lining is indeed suede, but the photos in the product listing are misleading. I'm keeping it because the hassle of shipping it back, etc. isn't worth it. It does the job, but it wasn't what I was expecting. I feel ripped off	0
I don't see the difference between these bodysuits and the more expensive ones.  Fits my boy just right	1
I am sorry but I did not like it nor will I wear it as it is too big & looks funny on me. I wish I had not have gotten it.	0
Very nice basic clothing.  I think the size is fine.  I really like being able to find these shades of green, though I have decided the lighter shade is really a feminine color.  This is the only brand that I can find these muted greens	1
A red star!?!?  I bet this won't sell well in eastern Europe.	0
I love these socks. They fit great (my 15 month old daughter has thick ankles) and she can zoom around on the kitchen floor and not take a nose dive into things. :	1
Perhaps it is my own fault for not reading more closely, or failing to question the somewhat ambiguous product description.  The fact is, I thought that I would be receiving 84 plastic stays (3x28), 28 each in 3 different sizes.  At $8.00, that seemed like a reasonable deal for plastic collar stays.  What I got, and I confess that the product description could be interpreted this way, was a total of 28 stays in assorted sizes.  When you add in the $4.00 I was charged for shipping (actual US Postal Service postage on the package was $1.84), this really is a poor deal compared to other available options.  About 43 cents for each plastic collar stay?  A bad choice	0
Finally I have found a quality brand of swimsuit I can order on line and know it will fit.  I'm a daily swimmer who is long-bodied.  This particular style fit great when it arrived; it arrived quickly within four days; shipping was free; and the lycra material is the most resilient I know given the chlorine bashing my suits get.  Please continue to sell this particular item at a price lower than the sports stores.  Thanks!!	1
THe pants that I ordered for my size were very small. They weren't true to size at all. I would not recommend this item to anyone	0
Your company was a pleasure to work with- thanks!  I will enjoy wearing the swimsuit that I ordered	1
I ordered the black one. According to the photo provided, it was supposed to be black with white seams, but when i received it, it was all black. Once I put it on it fitted perfectly. But it is simply too difficult to put on even though it is the right size.	0
very portable. great picture. easy to operate. all the accessories you need. great sound. playes dvd's from sony camcorder. very happy with the system. am looking forward to using this camping and on vacation.	1
Suit was too small, not enough information available on the site for it. I called Amazon, but even the customer representative was not sure the size. I bought the suit as he suggested, but it is too small	0
I have been looking for a pair of Docs for a while. I know they are a new globalized company, and I am not necessarily against that.
the swim suit was so unsatisfactory looking that I didn't even try it on.  it was blue striped with a totally different blue strap that didn't go with the main color of the suit.  Very poor choice for a grab bag.  Taught me not to use grab bag shopping from this company	0

IT was advertised and NOT IN STOCK so I was unable to get it	0
I am disappointed that you can't get a better range of colors. I've had a few blue pairs and a lovely green. But colors are not really available now except on high tops emblazoned with the brand name. An abomination for sure!
I have had plenty of pairs of Doc's but these are not the best for me........... they are not comfy and they tend to be a little tough to break in. As soon as I put them on and took ONE STEP ---- there right across the top of the shoe is a nice big crease......... It does not look nice and I am "ticked" about that...........plus I didnt expect the laces to have green and maroon colors mixed into the brown laces...... it looks dorky!


These shoes are very comfortable and apparently well-made. My single quibble with the black pair I got here on amazon has to do with the flimsiness of the tongue. I like a nice strong tongue. (And who doesn't?) Whatever they saved on material here may have been a mistake. On the other hand, maybe the sole will wear out first (or it will be a dead heat).
Plus I have a manufacturing flaw in them.  Inside the heel the seam isnt quite right and it rubs my skin and hurts like heck! 


Never thought I'd buy shoes online, but amazon and the Doctor made it happen.	1
Hopefully the next model I get isnt like thses or they are going back....... Putting up with these for now.......	0
The quality is much better than expected. I bought one for myself and one for my husband prior to our Las Vegas trip Sept. 6, 2005. We were able to walk with or hands free because these fannypacks held all of the necessities, our cell phones, travelers checks, keys, and medicines in particular. We love the spacious divided compartments. I highly reccommend this product..	1
These body suits are awful! When I first saw them I was really relieved that I had found something that would be good for the summer months. I put them on my twins after a first wash and the velcro closure scraped up the insides of their delicate little legs! The suits were the appropriate size and were washed according to the label. I am so disappointed and angry. It was a waste of my money. 
Nice shirt. Well made. Good price. What more can I say	1
	0
The shirts are what I had asked for.  They are sturdy and well made.  I would buy more if I needed more.  Well worth the money spen	1
Nice looking picture but what are the dementions of the thing ?
I love wearing those tank tops with shelf bras or summer dresses that can't be worn with a bra...but the nipple issue was quite vexing. I didn't feel comfortable with any nip protrusion...the only disadvantage in having implants is that they tend to be a bit nipply. But, problem solved. These things rock	1
It looks good but is it 4"X 8"  or  12" X 8" ?   Sure would be nice to know the size before I buy.............
I was having a hard time finding a cheaper swim suit so I just ordered one from the grab bag.  I figured nothing could be worse than my plain black swim suit.  Also the swim suit was delivered in half the time that it was expected	1
da Trol	0
It's golden color is very remarkable ..It looks like real gold..wonderful piece to have	1
I bought two of these bags so far. both have failed at the plastic fastener, one arm just snapped in no time. the bag itself is ok, but the plastic parts on the belt are really cheap... I wont buy a third one.	0
  With a good selection of colors to go with the casual style, to say I love these shoes is an understatement. They are very comfortable, and have grown on me so much, they are about the only casual style shoes I have bought in the past few years	1
I give the order processing an A+ due to receiving the product within three days.
A difficult item to find in department stores.  Found some at twice the price in a leather goods store.  The Fossil leather key cases were of equal quality.  I purchased two and am very satisfied	1

The quality is much better than expected. I bought one for myself and one for my husband prior to our Las Vegas trip Sept. 6, 2005. We were able to walk with or hands free because these fannypacks held all of the necessities, our cell phones, travelers checks, keys, and medicines in particular. We love the spacious divided compartments. I highly reccommend this product..	1
The bag, on the other had, leaves a bit to be desired.  While the material used is soft, the inexpensive zippers are difficult to operate with one hand	0
The collar stays are great!  They came in a convenient little container, and now I'm not searching all over the laundry room floor for the collar stays that fell out of my husband's dress shirts.  The different lengths were helpful because he has different style shirts, and the collar stays came very quickly	1
The actual bag itself was great.  However, the time frame it took to recieve the bag was not.  I ordered this bag and three weeks later it came.  I had to go buy a bag to take on vacation.  kind of defeated the purpose	0
Okay, this cap is really stylish. But I think the sewing isn't quite finished. There were loose threads all over my caps when I got them. Not to mention the parts that weren't even sewed... no threads at all	1
Very dissatisfied with the quality like several other reviewers.  Relegated to cleaning after just one use	0
I bought some of these to wear with a drapey shirt cut open  nearly to the waist, and these little covers made me feel way more confident that even if my shirt slipped a little, nobody would be able to see anything. The nude ones were practically the same color as my skin, so they were perfect. They also stopped any embarrasing reactions to the cold. The best part was, they didn't feel weird at all	1
The shirt fits well, good style, good shirt.  But Bealls of Florida sucks as a retailer.  Their customer service is rude, crude, and unrefined.  Even the supervisors of Customer Service suck, they don't return or accept any items back.  So BEWARE, you better be damn sure that size fits (ordered product before).  Because Bealls of Florida will not let you return the item for different size or style.  I will not shop here again!  I repeat, I WILL NOT SHOP HERE AGAIN.  THIS PLACE SUCKS AS FAR AS A RETAILER	0
These are some really good glasses.  Plenty dark, full mirrored so you won't be caught checkin out all the ladies you walk by.  Shoot, for $18 you can't go wrong.  I highly recommend them.  And since I'm a pilot, it was obvious that I got a pair of these	1
THe pants that I ordered for my size were very small. They weren't true to size at all. I would not recommend this item to anyone	0
I found these at Lane Bryant and I absolutely love them! I wear them under my work clothes every day. You've got to try them	1
I ordered the black one. According to the photo provided, it was supposed to be black with white seams, but when i received it, it was all black. Once I put it on it fitted perfectly. But it is simply too difficult to put on even though it is the right size.	0
About 18-24 months ago, we purchased a pair of beach CROCS for our daughter, child-toddler size 12-13, like those pictured. She has used them for the beach, around the pool, wearing them to school on non-gym days, going on non-strenuous walks, and so forth. Plus, we have used them as a floating throw toy at motel swimming pools. Even though her shoe size is now 1 to 1-1/2, she still wears them. And, the shoes are in good shape! Also, daughter's mother has been wearing her own pair, for similar uses, for about two years. So, we highly recommend CROCS	1
Suit was too small, not enough information available on the site for it. I called Amazon, but even the customer representative was not sure the size. I bought the suit as he suggested, but it is too small	0
I got this handbag for my 14th birthday and I looove it so much!!It is so perfect, the best chanel handbag there is. Everyone that saw my new handbag loved it and asked where I bought. I actually bought it at nordstrom. Everyone should have one!!BUY IT	1
the swim suit was so unsatisfactory looking that I didn't even try it on.  it was blue striped with a totally different blue strap that didn't go with the main color of the suit.  Very poor choice for a grab bag.  Taught me not to use grab bag shopping from this company	0
I can only ditto what the other 5-star reviewers have already said. I have 1 of the 41" for summer and now 2 of the 50" for fall and winter. The colors remain solid after mutiple washes, and the price is great for the quality of these sleep shirts. Also very comfortable. Highly recommend! ngmackie, Dunwoody, GA	1
If you are a small frame person or a short person these will work fine for you. The white is thin and you can see through it so i don't reccomend buying white on this brand. The t-shirts run very small. A size x-large fits both of us very big on most brands but this brand was so tight we could not even get it on so these run very small. They are also short. 29 inches is short for a man's t-shirt. If you are tall, i would not recommend this t-shirt. 
must have shoe for bunion and hammertoe sufferers. i also have very hot sweaty feet and these are an excellent choice if you share these problems. very large toe box and excellent webbing for ventilation.  very good looking comfortable shoes .  only qualification is that if you stand on your feet all day or do a lot of walking you may want to pick a shoe with more support --these are very lightweight shoes but lack the support a heavier athletic shoe would offer-- but those type of shoes are usually harder on bunions and my feet get extremely hot in them	1

My mother is an avid world traveler and is quite particular about how she travels. So, I bought her the cabin cuddler for her birthday and she loves it! And I quote "It is practical and functional and makes a huge difference (re: comfort) for those long international flights." Big hit! 
The t-shirt is soft, not scratchy and the style is nice. We only had problems with the sizing and of course the white being so thin that it is see through	0

I have to say that I was disappointed when I opened up the package containing my iPod wallet. It's cute, but not $60ish cute. First of all, it's not leather, it's nylon. The lining is indeed suede, but the photos in the product listing are misleading. I'm keeping it because the hassle of shipping it back, etc. isn't worth it. It does the job, but it wasn't what I was expecting. I feel ripped off	0
	1
IT was advertised and NOT IN STOCK so I was unable to get it	0
I bought this scarf with a gift certificate I received for Christmas.  I love it so much and my kids love it so much they are buying their own.  It is super-warm and retains it shape, even after my nine year old tried it on as a dress	1
I have had plenty of pairs of Doc's but these are not the best for me........... they are not comfy and they tend to be a little tough to break in. As soon as I put them on and took ONE STEP ---- there right across the top of the shoe is a nice big crease......... It does not look nice and I am "ticked" about that...........plus I didnt expect the laces to have green and maroon colors mixed into the brown laces...... it looks dorky!
I'm taking off one point only because these pants don't have the short/medium/long choice as other BDU pants do.  I'm buying for a friend who prefers long inseam and regular waistline.  For other BDU pants I could have got him medium long which has waistline of 31-34'' and inseam up to 34-35''.  For this particular style I was told over the phone that they don't carry the short/medium/long varieties and my only chance of getting an inseam of 34-35'' would be to go for the large size which also has a waistline of 35-39''.  I ended up getting the large one as suggested which is a bit too wide for my friend.


Plus I have a manufacturing flaw in them.  Inside the heel the seam isnt quite right and it rubs my skin and hurts like heck! 
Other than that I'm happy with the product quality and the service I received	1

Dont buy it from Andrew Christian, i wrote them online several times and never, not once, got an answer from them, i ended up buying them some other place	1
Hopefully the next model I get isnt like thses or they are going back....... Putting up with these for now.......	0
Clever and stylish design; a lot of colors to choose from; and an excellent performance, best sport shoe eve	1
These body suits are awful! When I first saw them I was really relieved that I had found something that would be good for the summer months. I put them on my twins after a first wash and the velcro closure scraped up the insides of their delicate little legs! The suits were the appropriate size and were washed according to the label. I am so disappointed and angry. It was a waste of my money. 
Awesome shoes. Not necessarily worth the outlandish cost but 4 stars nonetheless. I'd recommend them to anyone who takes running seriously, and who likes to look even cooler when doing it.	1
	0
This is a top quality item. I is an 80%/20% cotton/poly mix-double stitched seams...very well made. I bought a 2X for my son who ususally wears a 3X, and after putting it through the washer and dryer twice, it's just as perfect as the day it was delivered.	1
Nice looking picture but what are the dementions of the thing ?
These shoes are awesome, I have bowled with them for the past couple of weeks and they are just what I was looking for. The color is hot and everyone on my league noticed them and said very positive things about them. Thanks for the super fast shipping and supurb quailty	1
It looks good but is it 4"X 8"  or  12" X 8" ?   Sure would be nice to know the size before I buy.............
My husband loves this coat. He wears it all winter. If you are someone that doesnt like a bulky exceptionally warm lined coat this is it. He is uncomfortable in something like down because it is too sweaty but this is perfect. Warm enough and lightweight and comfortable. THis is the second one he has purchased.	1
da Trol	0
I have been using this for awhile now.  Unlike some sports bras that are this supportive, it's a lighter weight material/construction.  I wouldn't say that there probably isn't something better out there and it isn't cheap - but it's not bad.  For my peers that have this 'issue', you know what I'm talking about!:	1
I bought two of these bags so far. both have failed at the plastic fastener, one arm just snapped in no time. the bag itself is ok, but the plastic parts on the belt are really cheap... I wont buy a third one.	0
Before this bra, I would have to wear an underwire bra, and a sports bra on top to minimize bounce. My cup size is F, so it's been difficult to find a sports bra that I can wear standalone. 
The actual bag itself was great.  However, the time frame it took to recieve the bag was not.  I ordered this bag and three weeks later it came.  I had to go buy a bag to take on vacation.  kind of defeated the purpose	0

Perhaps it is my own fault for not reading more closely, or failing to question the somewhat ambiguous product description.  The fact is, I thought that I would be receiving 84 plastic stays (3x28), 28 each in 3 different sizes.  At $8.00, that seemed like a reasonable deal for plastic collar stays.  What I got, and I confess that the product description could be interpreted this way, was a total of 28 stays in assorted sizes.  When you add in the $4.00 I was charged for shipping (actual US Postal Service postage on the package was $1.84), this really is a poor deal compared to other available options.  About 43 cents for each plastic collar stay?  A bad choice	0
Well folks, I found it. THIS IS THE BRA!! I wore it while doing turbo jam today and it was AMAZING! It did better than the two bra combination ever did. If you're looking for a sports bra that actually WORKS, this is the one	1
Very dissatisfied with the quality like several other reviewers.  Relegated to cleaning after just one use	0
I got the flip flops for my granddaughter for christmas she wore her  cheap ones out from wal-mart and her mother told her white is summer only and no one could find white ones right now I told her I bet her I could and so I did and she loves them and so did all her friends at school. we know it is winter but so far in indiana it is not bad so you can wear flip flops and tanks for now. thank you for  the great gift.	1
The shirt fits well, good style, good shirt.  But Bealls of Florida sucks as a retailer.  Their customer service is rude, crude, and unrefined.  Even the supervisors of Customer Service suck, they don't return or accept any items back.  So BEWARE, you better be damn sure that size fits (ordered product before).  Because Bealls of Florida will not let you return the item for different size or style.  I will not shop here again!  I repeat, I WILL NOT SHOP HERE AGAIN.  THIS PLACE SUCKS AS FAR AS A RETAILER	0
This is just the thing to put away for a Christmas gift.  Nice product in a nice box, tied with a bow.	1
I wore this shirt just once. It's almost transparent. Not worth it even if you get it for free	0
I just received two of these bra-less nursing nightgowns (sm), a robe (sm/m), and the two piece tank pj set (sm).  I'm almost nine months pregnant and have gained 50ish pounds and despite the other review about not fitting during pregnancy, it (and the other items) fits and stretches well while holding its shape.  I will wear this now and indefinitely after the baby comes: it's apparent that it will fit me well after baby too.
I received an email from txshirts stated that I should direct all inquiries to csr@txshirts.com. I did this on two occasions and received no reply. Customer service finally contacted me only to ask why I had left negative feedback on Amazon. They stated they never received any email from me.
The quality of the fabric is substantial enough to hold large (and engorging) breasts without the need for a bra.  It is strong but breathable, and not flimsy so it slightly smoothes out quirks of the pregnant body.

The length is a little longer than most - it slightly covers my knees -  which is what I wanted so slit is nice to have for normal strides walking, easing out of bed, hiking up to use the washroom, etc. without tearing the seams. 
Their gym shorts were not as described. The description said "covered elastic waistband". Instead, I received an "uncovered" elastic waistband that digs into my skin and leaves indentations on my skin. 
As the description and the other review indicates, the cups can slide down for pumping or nursing.

I'm very happy with the colors, design, and construction of all items.  Due to the volume of my order (directly from the [...] site, I received a high quality FREE minky dot chenille blanket that came rolled and ribboned in a nice tulle bag.  I would definitely get this for other expectant or new moms	1
Their response? I should pay for return shipping in order to get my money back.
I was looking for a good nursing nightgown to wear while in the hospital after giving birth to my second child.  I had seen the Aimee gown before, and I really liked the looks of it, and the reviews seemed great.


But who should pay for return shipping when an item is falsely advertised??	0
